Ticker Symbol,Company Legal Name,Business Description
AVHI,A V Homes Inc,"AV Homes, Inc. engages in the homebuilding and community development businesses in Florida, the Carolinas, and Arizona markets."
TGNA,TEGNA Inc,"TEGNA Inc., a media company, operates a portfolio of broadcast stations and digital sites; and provides marketing service solutions for businesses. The company operates 46 television stations in 38 markets that produce local programming, such a"
GCI,Gannett Co Inc,"Gannett Co., Inc. operates as a news and information company. The company operates through Publishing and ReachLocal segments."
GPS,Gap Inc,"The Gap, Inc. operates as an apparel retail company worldwide. It provides apparel, accessories, and personal care products for men, women, and children under the Gap, Banana Republic, Old Navy, Athleta, and Intermix brands."
GATX,GATX Corp.,"GATX Corporation leases, operates, manages, and remarkets assets in the rail and marine markets in North America and internationally. The company operates in four segments: Rail North America, Rail International, American Steamship Company (ASC"
GD,General Dynamics Corp,General Dynamics Corporation operates as an aerospace and defense company worldwide. It operates through four business groups: Aerospace; Combat Systems; Information Systems and Technology; and Marine Systems.
GE,General Electric Co,General Electric Company operates as an infrastructure and technology company worldwide.
JOB,GEE Group Inc,"GEE Group, Inc. provides permanent and temporary professional, industrial, and physician assistant staffing and placement services in the United States."
GIS,General Mills Inc.,"General Mills, Inc. manufactures and markets branded consumer foods in the United States. The company operates in four segments: North America Retail; Convenience Stores & Foodservice; Europe & Australia; and Asia & Latin America."
AJRD,Aerojet Rocketdyne Holdings Inc,"Aerojet Rocketdyne Holdings, Inc. designs, develops, manufactures, and sells aerospace and defense products and systems in the United States. The company operates in two segments, Aerospace and Defense, and Real Estate."
GPC,Genuine Parts Co,"Genuine Parts Company distributes automotive replacement parts, industrial replacement parts, office products, and electrical/electronic materials in the United States, Canada, Australia, New Zealand, Mexico, and Puerto Rico."
GLT,Glatfelter (P.H.) Co,"P. H. Glatfelter Company, together with its subsidiaries, manufactures and sells specialty papers and fiber-based engineered materials worldwide."
GV,Goldfield Corp (The),The Goldfield Corporation provides electrical construction services primarily to electric utilities and industrial customers in Southeast and mid-Atlantic regions of the United States and Texas.
GT,Goodyear Tire & Rubber Co,"The Goodyear Tire & Rubber Company, together with its subsidiaries, develops, manufactures, distributes, and sells tires and related products and services worldwide."
GRC,Gorman-Rupp Co (The),"The Gorman-Rupp Company designs, manufactures, and sells pumps and pump systems worldwide."
GGG,Graco Inc.,"Graco Inc., together with its subsidiaries, designs, manufactures, and markets systems and equipment used to move, measure, control, dispense, and spray fluid and powder materials worldwide. It operates through three segments: Industrial, Proce"
GTN,Gray Television Inc.,"Gray Television, Inc., a television broadcast company, owns and operates television stations and digital assets in the United States."
EGAS,Gas Natural Inc,"Gas Natural Inc. distributes and sells natural gas to residential, commercial, industrial, agricultural, and transportation customers. The company operates through Natural Gas and Marketing & Production segments."
GEF,Greif Inc.,"Greif, Inc. produces and sells industrial packaging products and services worldwide. It operates in four segments: Rigid Industrial Packaging & Services; Paper Packaging & Services; Flexible Products & Services; and Land Management."
HAL,Halliburton Co,Halliburton Company provides a range of services and products to the upstream oil and natural gas industry worldwide.
HSC,Harsco Corp,"Harsco Corporation provides industrial services and engineered products worldwide. The company operates through three segments: Harsco Metals & Minerals, Harsco Industrial, and Harsco Rail."
HHS,Harte Hanks Inc.,"Harte Hanks, Inc. provides various multichannel marketing services in the United States and internationally."
HAS,Hasbro Inc.,"Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company. The company operates through U.S. and Canada, International, and Entertainment and Licensing. The U.S."
AMOT,Allied Motion Technologies Inc,"Allied Motion Technologies Inc. designs, manufactures, and sells precision and specialty motion control components and systems that are used in a range of industries worldwide."
BOH,Bank of Hawaii Corp,"Bank of Hawaii Corporation operates as the holding company for Bank of Hawaii that provides financial products and services in Hawaii, Guam, and other Pacific Islands. The company operates through four segments: Retail Banking, Commercial Banki"
HWKN,Hawkins Inc,"Hawkins, Inc. blends, manufactures, and distributes chemicals and specialty ingredients primarily in the United States. It operates in three segments: Industrial, Water Treatment, and Health and Nutrition."
HEI,HEICO Corp,"HEICO Corporation, through its subsidiaries, designs, manufactures, and sells aerospace, defense, and electronic related products and services in the United States and internationally."
HP,Helmerich & Payne Inc.,"Helmerich & Payne, Inc. primarily engages in drilling oil and gas wells for exploration and production companies. The company operates through U.S. Land, Offshore, and International Land segments. The U.S."
